Study Area,Degree,University,City,Degree Duration,Fee,Contact Number,Email,URL,Address
Art & Design,Fine Arts,Mehran University Of Engineering & Technology,Jamshoro,"BFA , 4 Years",120000,+92 (22) 2772250-73,registrar@admin.muet.edu.pk,"https://muet.edu.pk/#:~:text=Email%3A%20registrar%40admin.muet.edu.pk%20Phone%3A%20%2B92%20%2822%29%202772250-73%20International%20Conferences,of%20Engineering%20%26%20Technology%2C%20Jamshoro%2C%2076062%2C%20Sindh%2C%20Pakistan","Mehran University of Engineering & Technology, Jamshoro, 76062, Sindh, Pakistan"
Art & Design,Fine Arts,"Shaheed Allah Buksh Soomro University Of Art, Design And Heritages",Jamshoro,"BS , 4 Years",0,0092 (22) 9213600,registrar@sabsu.edu.pk,https://www.sabsu.edu.pk/,"Sonwillhar Hills, Near East Toll Plaza, Jamshoro, Sindh"
Art & Design,Fine Arts,University Of Art And Culture,Jamshoro,"BS , 4 Years",0,92-22-21102001-15,oric@uac.edu.pk,https://uac.edu.pk/official/contact/,"Plot No. B-1/36, Kohistan Valley Gulshan Shahbaz, Jamshoro 76001 Sindh-Pakistan"
Art & Design,Fine Arts, University Of Karachi,Karachi,"BFA , 4 Years",27600,+92 21 99261300-06,info@uok.edu.pk ,https://www.uok.edu.pk/,"University of Karachi, Main University Road, Karachi, Pakistan."
Art & Design,Fine Arts, Kinnaird College For Women,Lahore,"BFA , 4 Years",90200,92 42 9920 3788,info@kinnaird.edu.pk,https://www.kinnaird.edu.pk/contact-us/,"93 Jail Road, G.O.R.  I, Lahore, Punjab"
Art & Design,Fine Arts,National College Of Arts,Lahore,"BFA , 4 Years",194840,92-42-99210599,info@nca.edu.pk,https://m.nca.edu.pk/contact.php,"4-Shahrah-e-Qauid-e-Azam, Lower Mall, Lahore."
Art & Design,Fine Arts,University Of Education,Lahore,"BFA , 4 Years",17330,092-42-99262226,vc@ue.edu.pk,https://ue.edu.pk/contactus.php,"College Road, Township, Lahore, Punjab, Pakistan"
Art & Design,Fine Arts,University Of The Punjab,Lahore,"BS , 4 Years",0,0092-42-99233132,infocell@pu.edu.pk,http://pu.edu.pk/page/show/,"Punjab University Library, Quaid-e-Azam Campus (New Campus), Lahore, Punjab, Pakistan."
Art & Design,Fine Arts,Hazara University,Mansehra,"BFA , 2 Years",28200,92-997-531551,registrar@hu.edu.pk,https://www.hu.edu.pk/contact-us,"KKH Dhodiyal Mansehra,KPK Pakistan"
Art & Design,Fine Arts,"Abdul Wali Khan University, Mardan",Mardan,"BS , 4 Years",86600,92-937-9230801-4,"webadmin@awkum.edu,pk",https://awkum.edu.pk/,"Garden Campus, Abdul Wali Khan University Mardan"
Art & Design,Fine Arts,"Bahauddin Zakariya University, Multan",Multan,"BFA , 4 Years",39845,+92 61 9210071-74,info@bzu.edu.pk ,http://www.bzu.edu.pk/,"Bahauddin Zakariya University, Multan Multan Campus, Bosan Road, Multan, Pakistan"
Art & Design,Fine Arts & Design,University Of Sindh,Jamshoro,"BFAD , 4 Years",22000,+92 22 921 3210,info@admin.usindh.edu.pk ,http://www.usindh.edu.pk/ ,"University of Sindh Jamshoro, Sindh, Pakistan"
Art & Design,Fine Arts & Design,Hunerkada,Islamabad,"BFA , 4 Years",0,(+92) 51 2211152,hunerkada@gmail.com,https://www.hunerkada.edu.pk/about-us/contact/,"F-10/3, Islamabad"
Art & Design,Interior Design,The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",0,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,
The Islamia University of Bahawalpur"
Art & Design,Interior Design,National Textile University,Faisalabad,"BS , 4 Years",0,92 (041) 9230081-90,info@ntu.edu.pk,https://ntu.edu.pk/contact-us.php,"Sheikhupura Road, Faisalabad 37610, Pakistan"
Art & Design,Interior Design,Comsats University Islamabad,Islamabad,"BS , 4 Years",0,(92-51) 9049 5032-5,rizwan_ahmed@comsats.edu.pk,https://www.comsats.edu.pk/contactus.aspx,"hostel city Line 12, Park Rd, Islamabad"
Art & Design,Interior Design,"Shaheed Allah Buksh Soomro University Of Art, Design And Heritages",Jamshoro,"BS , 4 Years",0,0092 (22) 9213600,registrar@sabsu.edu.pk,https://www.sabsu.edu.pk/,"Sonwillhar Hills, Near East Toll Plaza, Jamshoro, Sindh"
Art & Design,Interior Design,Lahore College For Women University,Lahore,"BS , 4 Years",56710,92-42-99203801-9,info@rjll.org.com,www.rjll.org.pk,"Contact Us Lahore College for Women University, Jail Road, Lahore, Pakistan"
Art & Design,Interior Design,University Of Sargodha,Sargodha,"BS , 4 Years",40200,048 111 867 111,info@uos.edu.pk,https://su.edu.pk/,"University Road
Sargodha
Punjab, Pakistan
40100"
Art & Design,Interior Design,The University Of Faisalabad,Faisalabad,"AD , 2 Years",0,92 41 8868326,Info@tuf.edu.pk,https://www.tuf.edu.pk/ ,"Sargodha Road, University Town, Faisalabad"
Art & Design,Interior Design,The University Of Faisalabad,Faisalabad,"BS , 4 Years",350000,92 41 8868326,Info@tuf.edu.pk,https://www.tuf.edu.pk/ ,"Sargodha Road, University Town, Faisalabad"
Art & Design,Interior Design,Gift University,Gujranwala,"BS , 4 Years",121000,+92 55 3416900,info@gift.edu.pk,https://gift.edu.pk/,"GIFT University, Near GIFT University Chowk, Gujranwala- 52250."
Art & Design,Interior Design,Indus Valley School Of Art And Architecture,Karachi,"BIDM , 4 Years",350000,021-37130423,info@ivs.edu.pk,https://www.indusvalley.edu.pk/home,"ST-33 Scheme 5, Block 2 Clifton Karachi, 75600"
Art & Design,Interior Design,Beaconhouse National University,Lahore,"BS , 4 Years",0,092-42-99262226,vc@ue.edu.pk,https://ue.edu.pk/contactus.php,"College Road, Township, Lahore, Punjab, Pakistan"
Art & Design,Interior Design,The Superior University,Lahore,"BS , 4 Years",160000,042-38103777,not mentioned,https://www.superior.edu.pk/,"MainCampusLahore. 17 KM,MainRaiwind Road,Lahore, Punjab"
Art & Design,Interior Design,The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",120000,92 (0)42 111865865,info@uol.edu.pk,https://uol.edu.pk/,"1  KM Defence Road, Lahore"
Art & Design,Interior Design,University Of Management And Technology,Lahore,"BS , 4 Years",224750,+92 42 35212801-10,info@umtweb.edu,https://www.umt.edu.pk/Contact-us.aspx,"University of Management and Technology C-II, Johar Town, Lahore."
Art & Design,Interior Design,University Of South Asia,Lahore,"BFD , 4 Years",170000,92 311 7111112,admissions@usa.edu.pk,https://raiwind.usa.edu.pk/?_gl=1*2r146i*_ga*MTU2NzMwNjIxNC4xNzExNDUzMzIx*_ga_YSTNKCM0GK*MTcxMTQ1MzMyMS4xLjAuMTcxMTQ1MzMyMS42MC4wLjA.,"47-Tufail Road, Cantt Lahore."
Art & Design,Interior Design,Institute Of Southern Punjab,Multan,"BS , 4 Years",0,(+92) 61 9210071,registrar@bzu.edu.pk,https://www.isp.edu.pk/contact-us/,"Bahauddin Zakariya University, Bosan Road, Multan, Punjab, Pakistan"
Art & Design,Interior Design,Iqra National University,Peshawar,"B.DES , 4 Years",104000,+ 92 (0946) 883946,info@inuswat.edu.pk,https://www.inuswat.edu.pk/,"Main G.T. Road, Odigram Swat, KP"
Art & Design,Interior Design,Comsats Institute Of Information Technology (virtual Campus),Faisalabad,"BS , 4 Years",0,closed permananty ,closed permananty,closed permananty,closed permananty
Art & Design,Interior Design,Comsats University Islamabad( Lahore Campus ),Lahore,"BS , 4 Years",0,92 (42) 99203104,admissions@cuilahore.edu.pk,https://lahore.comsats.edu.pk/contact/contactus.aspx,"1.5 KM Defence Road ,Off Raiwind Road Lahore Pakistan"
Art & Design,Interior Design,"Pak- Austria Fachhuochschule, Institute Of Applied Sciences And Technology",Haripur,"BS , 4 Years",0,0995-111 723 278,info@paf-iast.edu.pk,https://paf-iast.edu.pk/,"Khanpur Road, Mang Haripur, Khyber Pakhtunkhwa"
Art & Design,Art & Design,"Shaheed Benazir Bhutto University, Nawab Shah",Nawab Shah,"BS , 4 Years",26000,92-244-9370525,registrar@sbbusba.edu.pk,https://www.sbbusba.edu.pk/sbbu-main/contact-us.html,"SBBU Rd, Nawabshah, Shaheed Benazirabad, Sindh"
Art & Design,Art & Design,Shaheed Benazir Bhutto Women University,Peshawar,"BS , 4 Years",0,92919224726,admissions@sbbwu.edu.pk ,http://www.sbbwu.edu.pk/sbbwu/ ,"Shaheed Benazir Bhutto Women University, LARAMA, Charsadda Road, Peshawar"
Art & Design,Art & Design,University Of Peshawar,Peshawar,"BS , 4 Years",39800,92 91 9216701,Qec@uop.edu.pk ,http://www.uop.edu.pk/,Jamrud Road Peshawar 25120 Khyber Pakhtunkhwa Pakistan
Art & Design,Art & Design,Women University Swabi,Swabi,"BS , 4 Years",45760,+92 (0938) 224222,vc@wus.edu.pk,https://www.wus.edu.pk/,"Women University, Swabi,Topi Road, Swabi, Pakistan"
Art & Design,Art & Design,College Of Home Economics,Peshawar,"BS , 4 Years",0,92-91-9216682,che@uop.edu.pk,http://che.uop.edu.pk/,"College of Home Economics,University of Peshawar,Khyber Pakhtunkhwa,Pakistan."
Art & Design,Art & Design,Faisalabad Institute Of Textile & Fashio Design,Faisalabad,"B.Sc. [Hons] , 4 Years",not mentioned,"+92 41 2610770, 2618",info@fitfd.edu.pk,www.fitfd.edu.pk,"At the back of Regency Plaza, Civil Lines Road"
Art & Design,Art & Design,National Institute Of Arts An D Management,Islamabad,"B.DES , 4 Years",0,(051) 4326904,not mentioned,https://onlineuniversities360.com/university/national-institute-of-arts-an-d-management-islamabad-1400/1400#contact,COMMERCIAL AREA NATIONAL POLICE FOUNDATION O.9 ISL
Art & Design,City & Regional Planning,Mehran University Of Engineering & Technology,Jamshoro,"B.CRP , 4 Years",62000,+92 (22) 2772250-73,registrar@admin.muet.edu.pk,"https://muet.edu.pk/#:~:text=Email%3A%20registrar%40admin.muet.edu.pk%20Phone%3A%20%2B92%20%2822%29%202772250-73%20International%20Conferences,of%20Engineering%20%26%20Technology%2C%20Jamshoro%2C%2076062%2C%20Sindh%2C%20Pakistan","Mehran University of Engineering & Technology, Jamshoro, 76062, Sindh, Pakistan"
Art & Design,City & Regional Planning,Lahore College For Women University,Lahore,"BS , 4 Years",59990,92-42-99203801-9,info@rjll.org.com,www.rjll.org.pk,"Contact Us Lahore College for Women University, Jail Road, Lahore, Pakistan"
Art & Design,City & Regional Planning,"University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000,042-99029417,registrar@uet.edu.pk,https://www.uet.edu.pk/home/,"University of Engineering and Technology, Main Campus, G. T. Road, Lahore"
Art & Design,City & Regional Planning,University Of Management And Technology,Lahore,"BS , 4 Years",249750,+92 42 35212801-10,info@umtweb.edu,https://www.umt.edu.pk/Contact-us.aspx,"University of Management and Technology C-II, Johar Town, Lahore."
Art & Design,Design,University Of Gujrat,Gujrat,"BS , 4 Years",70000,053 3643326,info@uog.edu.pk,https://uog.edu.pk/contactus,"Jalalpur Jattan Road Gujrat, Pakistan"
Art & Design,Design,Hazara University [havellian Campus],Havelian,"B.DES , 4 Years",0,0997 414143 47,Registrar@hu.edu.pk ,https://www.hu.edu.pk/ ,"KKH Dhodiyal Mansehra,KPK"
Art & Design,Design,Comsats University Islamabad,Islamabad,"BS , 4 Years",192000,(92-51) 9049 5032-5,rizwan_ahmed@comsats.edu.pk,https://www.comsats.edu.pk/contactus.aspx,"hostel city Line 12, Park Rd, Islamabad"
Art & Design,Design,University Of Karachi,Karachi,"B.DES , 4 Years",27600,99261300-06,Vice Chancellor:vc@uok.edu.pk,http://www.uok.edu.pk,"Pakistan Study Centre, MainUniversityRoad, Gulshan-e-Iqbal,Karachi."
Art & Design,Design,Hazara University,Mansehra,"B.DES , 2 Years",0,92-997-531551,registrar@hu.edu.pk,https://www.hu.edu.pk/contact-us,"KKH Dhodiyal Mansehra,KPK Pakistan"
Art & Design,Design,"Abdul Wali Khan University, Mardan",Mardan,"BS , 4 Years",86600,92-937-9230801-4,"webadmin@awkum.edu,pk",https://awkum.edu.pk/,"Garden Campus, Abdul Wali Khan University Mardan"
Art & Design,Design,Kohsar University,Murree,"BS , 4 Years",0,0315 4896321,kohsaruniversitymurree@gmail.com,https://kum.edu.pk/,"kohsar university murree, Murree, Pakistan, 47150"
Art & Design,Design,Fatima Jinnah Women University,Rawalpindi,"BS , 4 Years",52050,+92 51 9292900,info@fjwu.edu.pk,http://fjwu.edu.pk/,"Fatima Jinnah Women University (FJWU) - Rawalpindi Campus The Mall, Rawalpindi, Punjab, Pakistan"
Art & Design,Design,Riphah International University,Islamabad,"BS , 4 Years",0,3225757396,masood.minhas@riphah.edu.pk,https://riphah.edu.pk/,"7th Avenue, Sector G-7/4, Islamabad."
Art & Design,Design,Comsats University Islamabad( Lahore Campus ),Lahore,"BS , 4 Years",0,92 (42) 99203104,admissions@cuilahore.edu.pk,https://lahore.comsats.edu.pk/contact/contactus.aspx,"1.5 KM Defence Road ,Off Raiwind Road Lahore Pakistan"
Art & Design,Design,The Islamic University Of Bahawalpur[rahimyar Khan Campus],Rahim Yar Khan,"B.DES , 4 Years",0,95 - 62 - 9250235,vc@iub.edu.pk,https://www.iub.edu.pk/contact,"Rahim YarKhan, Pakistan"
Art & Design,Design,Foundation Institute Of Technology For Women,Abbottabad,"DIP , 1 Years",0,992405844,not mentioned,https://onlineuniversities360.com/university/foundation-institute-of-technology-for-women-abbottabad/6223,"Foundation Institute Of Technology For Women, Abbottabad"
Art & Design,Design,Foundation Institute Of Technology For Women,Abbottabad,"DIP , 10 Months",0,992405844,not mentioned,https://onlineuniversities360.com/university/foundation-institute-of-technology-for-women-abbottabad/6223,"Foundation Institute Of Technology For Women, Abbottabad"
Art & Design,Design, Aawaz Institute Of Media And Management Sciences,Karachi,"B.DES , 4 Years",0,92-21-34331315-8,admissions@aawaz.edu.pk,"https://aawaz.edu.pk/contact-us/#:~:text=Address%2012%20K%20Shahrah-e-Faisal%20Rd%2C%20Pakistan%20Employees%20Co-Operative,Sindh%2C%20Pakistan%20Phone%20%2B92-333-0030803%20Phone%20%2B92-304-1111492%20Phone%20%2B92-21-34331315-8","12 K Shahrah-e-Faisal Rd, Pakistan"
Art & Design,Fashion Studies,Beaconhouse National University,Lahore,"B.DES , 4 Years",276775,092-42-99262226,vc@ue.edu.pk,https://ue.edu.pk/contactus.php,"College Road, Township, Lahore, Punjab, Pakistan"
Art & Design,Fashion Studies,Foundation Institute Of Technology For Women,Abbottabad,"DIP , 1 Years",0,992405844,not mentioned,https://onlineuniversities360.com/university/foundation-institute-of-technology-for-women-abbottabad/6223,"Foundation Institute Of Technology For Women, Abbottabad"
Art & Design,Fashion Textiles,National College Of Business Administration And Economics ( Multan Campus ),Multan,"BS , 4 Years",0,0311 1014018,info.multan@ncbae.edu.pk,https://l.facebook.com/l.php?u=http%3A%2F%2Fbuc.edu.pk%2F&h=AT3u1N1IWzBeYRGOI3AG1EWI_qTsN_7wH_lhYyw8a2JO1eIi0yuagPWsTH4JUHgMUi-9Pr-tnxSHgoZoYigh4vPsQG8wg6BAy3gQt-0vPtB-eZmMYAEJZ4h3Z6zC4o39BBRYMZYgXPJWpuhsd98V1oKT0p8qSjUdP8iWpg,"11B Gulgusht Colony Bosan Road Multan, Multan, Pakistan"
Art & Design,Fashion Textiles,The Millennium University College,Lahore,"BS , 4 Years",0,4237338380,info@tmuc.edu.pk,https://tmuc.edu.pk/tmuc-lahore-campus/,"310 Street 1, Sector F DHA Phase 6, Lahore, Punjab"
Art & Design,Media Art,University Of Art And Culture,Jamshoro,"BS , 4 Years",0,92-22-21102001-15,oric@uac.edu.pk,https://uac.edu.pk/official/contact/,"Plot No. B-1/36, Kohistan Valley Gulshan Shahbaz, Jamshoro 76001 Sindh-Pakistan"
Art & Design,Media Art,Emerson University Multan,Multan,"BS , 4 Years",0,+92 61 9210037,info@eum.edu.pk,www.eum.edu.pk,"6FFG+3QJ, Bosan Rd, Al Atta Colony, Multan, Punjab 60000"
Art & Design,Music,"Shaheed Allah Buksh Soomro University Of Art, Design And Heritages",Jamshoro,"BS , 4 Years",0,0092 (22) 9213600,registrar@sabsu.edu.pk,https://www.sabsu.edu.pk/,"Sonwillhar Hills, Near East Toll Plaza, Jamshoro, Sindh"
Art & Design,Music,National College Of Arts,Lahore,"BA [PASS] , 4 Years",194840,92-42-99210599,info@nca.edu.pk,https://m.nca.edu.pk/contact.php,"4-Shahrah-e-Qauid-e-Azam, Lower Mall, Lahore."
Art & Design,Music,"National College Of Arts, Gilgit Campus",Gilgit,"AD , 2 Years",0,92 42 99210544,info@nca.edu.pk,https://www.m.nca.edu.pk/college?name=nca-gilgit-campus,"Dr. Abdul Qadeer Khan Polytechnic College Chilmish Dass Nomal Gilgit, Pakistan"
Art & Design,Textile Design,The Islamia University Of Bahawalpur,Bahawal Pur,"B.DES , 4 Years",43800,+92-062 9255875,ilo@iub.edu.pk ,https://www.iub.edu.pk/index.php ,"Directorate of International Linkages, Bagdad-ul-jadeed Campus,
The Islamia University of Bahawalpur"
Art & Design,Textile Design,Government College University,Faisalabad,"BFA , 4 Years",69000,+92 41 9200886,info@gcuf.edu.pk ,https://gcuf.edu.pk/ ,"Government College University, Allama Iqbal Road, Faisalabad, Pakistan."
Art & Design,Textile Design,Government College University,Faisalabad,"AD , 2 Years",69000,+92 41 9200886,info@gcuf.edu.pk ,https://gcuf.edu.pk/ ,"Government College University, Allama Iqbal Road, Faisalabad, Pakistan."
Art & Design,Textile Design,National Textile University,Faisalabad,"BTD , 4 Years",121000,92 (041) 9230081-90,info@ntu.edu.pk,https://ntu.edu.pk/contact-us.php,"Sheikhupura Road, Faisalabad 37610, Pakistan"
Art & Design,Textile Design, University Of Gujrat,Gujrat,"BS , 4 Years",70000,053 3643326,info@uog.edu.pk,https://uog.edu.pk/contactus,"Jalalpur Jattan Road Gujrat, Pakistan"
Art & Design,Textile Design,"Shaheed Allah Buksh Soomro University Of Art, Design And Heritages",Jamshoro,"BS , 4 Years",0,0092 (22) 9213600,registrar@sabsu.edu.pk,https://www.sabsu.edu.pk/,"Sonwillhar Hills, Near East Toll Plaza, Jamshoro, Sindh"
Art & Design,Textile Design,University Of Sindh,Jamshoro,"BTD , 4 Years",22000,+92 22 921 3210,info@admin.usindh.edu.pk ,http://www.usindh.edu.pk/ ,"University of Sindh Jamshoro, Sindh, Pakistan"
Art & Design,Textile Design,University Of Jhang,Jhang,"BFA , 4 Years",0,047-9200425,info.uojhang@gmail.com,"https://jhang.punjab.gov.pk/uoj_jng#:~:text=Phone%3A%20047-9200425%20Email%3A%20info.uojhang%40gmail.com,Address%3A%20Gojra%20Road%2C%20Jhang","Gojra Road, Jhang"
Art & Design,Textile Design,Kinnaird College For Women,Lahore,"BS , 4 Years",90200,+92 42 9920 3781  84,info@kinnaird.edu.pk,https://www.kinnaird.edu.pk/contact-us/,"93 Jail Road, G.O.R.  I,Lahore, Punjab"
Art & Design,Textile Design,Lahore College For Women University,Lahore,"BS , 4 Years",58190,92-42-99203801-9,info@rjll.org.com,www.rjll.org.pk,"Contact Us Lahore College for Women University, Jail Road, Lahore, Pakistan"
Art & Design,Textile Design,National College Of Arts,Lahore,"BA [PASS] , 4 Years",194840,92-42-99210599,info@nca.edu.pk,https://m.nca.edu.pk/contact.php,"4-Shahrah-e-Qauid-e-Azam, Lower Mall, Lahore."
Art & Design,Textile Design,Pakistan Institute Of Fashion Design,Lahore,"BS , 4 Years",216000,+92 42-99232951,info@pifd.edu.pk,"https://pifd.edu.pk/contact.html#:~:text=Send%2051-J%2FIII%20Johar%20Town%2C,Lahore%2C%20Pakistan%20info%40pifd.edu.pk%20%2B92%2042-99232951-7","51-J/III Johar Town, Lahore, Pakistan"
Art & Design,Textile Design,University Of The Punjab,Lahore,"BFA , 4 Years",26700,0092-42-99233132,infocell@pu.edu.pk,http://pu.edu.pk/page/show/,"Punjab University Library, Quaid-e-Azam Campus (New Campus), Lahore, Punjab, Pakistan."
